0 1.38879e-011
0.01 1.39332e-011
0.02 1.07361e-011
0.03 6.85184e-012
0.04 4.25608e-012
0.05 4.28146e-012
0.06 1.0043e-011
0.07 3.17838e-011
0.08 1.00463e-010
0.09 3.03679e-010
0.1 8.78148e-010
0.11 2.43926e-009
0.12 6.53116e-009
0.13 1.69007e-008
0.14 4.23528e-008
0.15 1.02946e-007
0.16 2.43022e-007
0.17 5.57753e-007
0.18 1.2456e-006
0.19 2.7088e-006
0.2 5.73997e-006
0.21 1.18581e-005
0.22 2.38943e-005
0.23 4.69822e-005
0.24 9.01761e-005
0.25 0.00016901
0.26 0.000309402
0.27 0.000553404
0.28 0.00096733
0.29 0.00165278
0.3 0.00276093
0.31 0.00450995
0.32 0.00720451
0.33 0.0112713
0.34 0.0171435
0.35 0.0259203
0.36 0.0377934
0.37 0.0534027
0.38 0.0752739
0.39 0.104782
0.4 0.142767
0.41 0.188148
0.42 0.241207
0.43 0.302447
0.44 0.371672
0.45 0.447818
0.46 0.529059
0.47 0.612873
0.48 0.696153
0.49 0.775371
0.5 0.846812
0.51 0.90686
0.52 0.952296
0.53 0.980583
0.54 0.990103
0.55 0.980308
0.56 0.951772
0.57 0.906137
0.58 0.845957
0.59 0.774457
0.6 0.695255
0.61 0.612055
0.62 0.528369
0.63 0.44729
0.64 0.371322
0.65 0.302269
0.66 0.241229
0.67 0.189292
0.68 0.146278
0.69 0.110114
0.7 0.0794262
0.71 0.0573043
0.72 0.0406526
0.73 0.0283331
0.74 0.0193919
0.75 0.0130314
0.76 0.00859771
0.77 0.00556939
0.78 0.00354233
0.79 0.00221238
0.8 0.00135694
0.81 0.00081739
0.82 0.000483628
0.83 0.000281094
0.84 0.000160508
0.85 9.00527e-005
0.86 4.96479e-005
0.87 2.69007e-005
0.88 1.43264e-005
0.89 7.50032e-006
0.9 3.86056e-006
0.91 1.95393e-006
0.92 9.72568e-007
0.93 4.76155e-007
0.94 2.29331e-007
0.95 1.08677e-007
0.96 5.06804e-008
0.97 2.3262e-008
0.98 1.05124e-008
0.99 4.67201e-009
1 2.06611e-009
0 1.38879e-011
0.01 1.42036e-011
0.02 1.54504e-011
0.03 1.54937e-011
0.04 1.35535e-011
0.05 1.03775e-011
0.06 7.05574e-012
0.07 4.22204e-012
0.08 1.86817e-012
0.09 -6.1909e-013
0.1 -4.4342e-012
0.11 -1.095e-011
0.12 -1.88087e-011
0.13 -1.11937e-011
0.14 8.87605e-011
0.15 5.55343e-010
0.16 2.24739e-009
0.17 7.62598e-009
0.18 2.32786e-008
0.19 6.58671e-008
0.2 1.75505e-007
0.21 4.44572e-007
0.22 1.07728e-006
0.23 2.50802e-006
0.24 5.62778e-006
0.25 1.22011e-005
0.26 2.5606e-005
0.27 5.20995e-005
0.28 0.000102874
0.29 0.000197844
0.3 0.000365336
0.31 0.000687682
0.32 0.00112619
0.33 0.00213771
0.34 0.00345648
0.35 0.00534821
0.36 0.00915641
0.37 0.0145347
0.38 0.0217335
0.39 0.0313134
0.4 0.0453947
0.41 0.0657055
0.42 0.0939581
0.43 0.130342
0.44 0.174478
0.45 0.225754
0.46 0.2845
0.47 0.350926
0.48 0.424355
0.49 0.503257
0.5 0.585371
0.51 0.667826
0.52 0.747292
0.53 0.820195
0.54 0.882975
0.55 0.932371
0.56 0.965703
0.57 0.981107
0.58 0.977714
0.59 0.955727
0.6 0.916405
0.61 0.861937
0.62 0.795249
0.63 0.719736
0.64 0.638982
0.65 0.556487
0.66 0.475422
0.67 0.398432
0.68 0.327505
0.69 0.264166
0.7 0.209546
0.71 0.16348
0.72 0.125399
0.73 0.0909222
0.74 0.0658936
0.75 0.0471313
0.76 0.0332052
0.77 0.0230186
0.78 0.0156924
0.79 0.0105179
0.8 0.00693033
0.81 0.00448919
0.82 0.00285889
0.83 0.00179012
0.84 0.00110224
0.85 0.000667472
0.86 0.000397571
0.87 0.000232962
0.88 0.00013431
0.89 7.61995e-005
0.9 4.25487e-005
0.91 2.33874e-005
0.92 1.26564e-005
0.93 6.74448e-006
0.94 3.53972e-006
0.95 1.83e-006
0.96 9.32123e-007
0.97 4.67851e-007
0.98 2.31482e-007
0.99 1.12726e-007
1 5.49372e-008
